DEFINIZIONE,True,True,True
KTEXT,True,True,True
GEWRK_KTEXT,True,True,True
PLTXT,True,True,True
PRIOKX,True,True,True
QMTXT,True,True,True
NOTE,True,True,True
DESCR,True,True,True
